Circular ID,Subject,Date,Label
2431.0,"Peculiar Type Ic SN 2003jd (SN/GRB?), optical spectrum",2003-10-28 17:57:37,Optical Observations
2432.0,GRB 031026 (=H2882): Evidence for High Redshift from Prompt,2003-10-29 14:06:31,High Energy Observations
2433.0,GRB 031026: Further Ic Observations,2003-10-29 18:02:47,Optical Observations
2434.0,SN 2003jd (SN/GRB?) - possible association with GRB 030929,2003-10-29 21:05:27,High Energy Observations
2435.0,"SN 2003jd (SN/GRB?), Radio Observations",2003-10-30 01:30:43,Radio Observations
2436.0,Lulin optical follow-up observations of GRB031026,2003-10-30 07:32:59,Optical Observations
2437.0,IPN triangulation of GRB031026B (large error box),2003-10-30 19:07:52,High Energy Observations
2438.0,IPN triangulation of GRB031027 (small error box),2003-10-30 21:49:51,High Energy Observations
2439.0,GRB030929/SN2003jd association unlikely based on IPN localiztion,2003-11-05 17:47:31,High Energy Observations
2440.0,GRB031026: 1.2mm upper limit with MAMBO at the IRAM 30m,2003-11-07 01:35:40,Radio Observations
2441.0,IPN triangulation of GRB031108 (large error box),2003-11-09 18:18:11,High Energy Observations
2442.0,XRF031109 (=H2919):  A very long XRF localized by HETE,2003-11-11 02:57:33,High Energy Observations
2443.0,IPN triangulation of GRB031111 (=H2924): small error box,2003-11-12 22:21:25,High Energy Observations
2444.0,HETE Prompt GRB Spectral Analyses,2003-11-13 02:49:01,High Energy Observations
2445.0,SN 2003jd (SN/GRB?) -- X-ray Observations,2003-11-13 16:39:33,Optical Observations
2446.0,"GRB 031111, optical observations",2003-11-13 17:13:11,Optical Observations
2447.0,GRB 031111: Optical observations,2003-11-13 23:26:05,Optical Observations
2448.0,IPN triangulation of GRB031107 (two large error boxes),2003-11-14 19:52:28,High Energy Observations
2449.0,IPN triangulation of GRB031114 (large error box),2003-11-17 19:29:46,High Energy Observations
2450.0,"GRB 031111, Radio observations",2003-11-17 21:29:41,Radio Observations
2451.0,IPN detection of activity from SGR1806-20,2003-11-18 18:02:21,High Energy Observations
2452.0,IPN/HETE localization of GRB031109 (=H2917; large error box),2003-11-18 21:09:20,High Energy Observations
2453.0,GRB 031111B (= H2925) : Kyoto Optical Observation,2003-11-20 15:45:13,Optical Observations
2454.0,IPN triangulation of GRB031120 (two large error boxes),2003-11-21 18:02:34,High Energy Observations
2455.0,GRB 030329: Planned XMM-Newton Observation,2003-11-27 16:24:18,High Energy Observations
2456.0,"GRB031111A, prompt optical observations",2003-11-28 12:41:15,Optical Observations
2457.0,IPN triangulation of GRB031130 (large error box),2003-12-02 18:16:19,High Energy Observations
2458.0,IPN triangulation of GRB031201 (large error box),2003-12-02 19:21:52,High Energy Observations
2459.0,GRB 031203: A long GRB detected with INTEGRAL,2003-12-03 23:20:36,High Energy Observations
2460.0,GRB 031203: further analysis of INTEGRAL data,2003-12-04 00:09:42,High Energy Observations
2461.0,IPN triangulation of GRB031127A and B (quasi-simultaneous; large error boxes),2003-12-04 00:51:18,High Energy Observations
2462.0,GRB031203: Planned XMM-Newton observation,2003-12-04 02:24:31,High Energy Observations
2463.0,GRB 031203: Optical/IR SMARTS Observations,2003-12-04 06:54:33,Optical Observations
2464.0,GRB 031203 XMM-Newton observation,2003-12-04 07:10:37,High Energy Observations
2465.0,GRB031203: Optical Observations,2003-12-04 11:39:39,Optical Observations
2466.0,GRB 031203: IR REM Observations,2003-12-04 13:28:06,High Energy Observations
2467.0,GRB031203: Planned XMM-Newton observation II,2003-12-04 15:54:14,High Energy Observations
2468.0,GRB 031203: Apparent Spectral Break,2003-12-04 22:06:09,High Energy Observations
2469.0,GRB 031203: z ~ 10 or Fragmented Dust in the Circumburst Environment?,2003-12-05 06:06:17,Optical Observations
2470.0,GRB031203 : Optical Observation of Lulin Observatory,2003-12-05 08:24:14,Optical Observations
2471.0,GRB 031203: IR NTTobservations do not confirm REM detection,2003-12-05 12:39:50,High Energy Observations
2472.0,GRB 031203: Further reports on December 4 observations,2003-12-05 14:40:23,High Energy Observations
2473.0,GRB 031203: Radio detection,2003-12-06 13:28:21,Radio Observations
2474.0,XMM-Newton Observation of GRB031203,2003-12-06 13:44:22,Optical Observations
2475.0,GRB031203: K' Photometry of the likely GRB host,2003-12-06 14:00:24,Optical Observations
2476.0,GRB 031203: Deep NIR NTT & VLT observations,2003-12-06 14:16:27,Optical Observations
2477.0,XMM-Newton Observation of GRB031203,2003-12-06 14:32:30,Optical Observations
2478.0,GRB031203: ROSAT upper limits suggest XMM-S1 source as the transient,2003-12-06 14:48:35,High Energy Observations
2479.0,GRB031203 K prime photometry: correction to galaxy coordinates,2003-12-06 16:18:20,Optical Observations
2480.0,IPN/HETE localization of GRB031203B (=H2949; large error box),2003-12-06 16:34:24,High Energy Observations
2481.0,GRB 031203: Optical/IR Astrometry,2003-12-06 17:25:12,Radio Observations
2482.0,GRB 031203:  Magellan spectrum of possible GRB host,2003-12-06 17:45:15,Radio Observations
2483.0,GRB 031203: Variable Radio Source,2003-12-08 06:47:38,Radio Observations
2484.0,XMM-Newton Observations of GRB031203: Preliminary Images,2003-12-10 16:07:22,High Energy Observations
2485.0,GRB 021203: A Normal GRB viewed far off axis?,2003-12-11 14:13:33,High Energy Observations
2486.0,GRB 031203: SMARTS optical monitoring,2003-12-11 21:50:29,Radio Observations
2487.0,GRB030921 triangulation (annulus),2003-12-15 19:33:57,High Energy Observations
2488.0,"GRB031214 triangulation (annulus), [repost of GCN2487, subject corrected]",2003-12-15 19:50:01,High Energy Observations
2489.0,GRB 031203: Discovery of a dust echo,2003-12-15 20:06:16,Optical Observations
2490.0,"GRB031203, improved XMM position",2003-12-17 16:21:23,High Energy Observations
2491.0,GRB 2974 follow-up observations,2003-12-17 16:37:16,Optical Observations
2492.0,IPN triangulation of GRB031214 (short/hard; very intense; small error box),2003-12-17 21:57:40,High Energy Observations
2493.0,GRB 031203 I-band monitoring,2003-12-20 10:44:05,Optical Observations
2494.0,GRB031220 : Optical Observation of Lulin Observatory,2003-12-20 14:52:04,Optical Observations
2495.0,GRB031220: ROTSE-IIIb Optical Limits,2003-12-20 18:02:47,Optical Observations
2496.0,GRB 031220: Optical observation at Tokyo Tech,2003-12-21 03:52:55,Optical Observations
2497.0,GRB 031220: Subaru observation,2003-12-21 04:08:58,Optical Observations
2498.0,GRB 031220 : Kyoto Optical Observation,2003-12-21 08:48:27,Optical Observations
2499.0,GRB031220: Palomar Observations,2003-12-21 12:30:45,Optical Observations
2500.0,IPN triangulation of GRB031219 (large error box),2003-12-22 16:28:23,High Energy Observations
2501.0,GRB031225a triangulation (annulus),2003-12-26 16:17:19,High Energy Observations
2502.0,GRB031220(=H2976): Observation with the Chandra X-ray Observatory,2003-12-28 03:37:12,High Energy Observations
2503.0,GRB031220(=H2976): TNG R-band Observation of the Chandra X-ray Sources,2003-12-29 19:55:03,High Energy Observations
2504.0,IPN triangulation of an intermediate burst from SGR1806-20,2004-01-01 21:01:07,High Energy Observations
2505.0,GRB 040106 : a long GRB detected with INTEGRAL,2004-01-06 19:13:12,High Energy Observations
2506.0,GRB 040106 : peak flux,2004-01-06 19:59:11,High Energy Observations
2507.0,GRB 040106 : Planned XMM-Newton observation,2004-01-06 22:49:15,High Energy Observations
2508.0,XMM-Newton observation of GRB040106,2004-01-07 10:27:31,High Energy Observations
2509.0,GRB 040106: Optical observations,2004-01-07 10:51:19,Optical Observations
2510.0,GRB031220: observation at Univercity of Miyazaki,2004-01-07 13:25:20,Optical Observations
2511.0,GRB040106: optical observations with REM+ROSS,2004-01-07 15:38:38,Optical Observations
2512.0,XMM-Newton Images of GRB 040106,2004-01-08 16:49:02,High Energy Observations
2513.0,GRB 031220: Optical observations of Chandra X-ray sources,2004-01-08 20:30:00,Optical Observations
2514.0,GRB040106: Second Epoch Optical Observations,2004-01-09 05:21:47,Optical Observations
2515.0,"GRB040106, likely optical afterglow",2004-01-09 18:16:40,Optical Observations
2516.0,"GRB040106, Radio Observations",2004-01-13 17:08:54,Radio Observations
2517.0,SN 2003dh/GRB030329 late-time optical spectroscopy,2004-01-15 22:10:26,Optical Observations
2518.0,IBAS GRB alert 1379,2004-01-17 07:27:22,High Energy Observations
2519.0,Follow-up on IBAS GRB Alert 1379,2004-01-19 09:11:27,High Energy Observations
2520.0,GRB040106: refined X-ray transient position,2004-01-21 17:24:04,Optical Observations
2521.0,"GRB040106, follow-up radio observations",2004-01-21 23:11:56,Radio Observations
2522.0,GRB031203: Chandra Observations,2004-01-26 01:23:00,High Energy Observations
2523.0,GRB031220: 2nd Chandra observation and X-ray afterglow candidate,2004-01-29 18:46:51,High Energy Observations
2524.0,"GRB031111, optical observations",2004-02-03 22:16:37,Optical Observations
2525.0,GRB 040223: a long GRB detected with INTEGRAL,2004-02-23 14:39:59,High Energy Observations
2526.0,GRB 040223: further offline analysis,2004-02-23 15:59:13,High Energy Observations
2527.0,GRB 040106 : Planned XMM-Newton observation,2004-02-23 17:20:56,High Energy Observations
2528.0,GRB 040223 : Planned XMM-Newton observation,2004-02-23 17:37:00,High Energy Observations
2529.0,GRB 031203 XMM-Newton observation,2004-02-23 21:13:36,High Energy Observations
2530.0,GRB 040223 XMM-Newton observation ...,2004-02-23 22:01:04,High Energy Observations
2531.0,GRB 040223: REM IJK Observations,2004-02-24 10:02:32,High Energy Observations
2532.0,"GRB 040223, VLA observations",2004-02-24 22:11:10,Radio Observations
2533.0,XMM-Newton Images of GRB 040223,2004-02-25 16:16:52,High Energy Observations
2534.0,GRB 040223 : Optical observation (non-detection),2004-02-26 17:22:36,Optical Observations
2535.0,GRB 040223: Deep NIR NTT observations,2004-02-26 21:21:38,Optical Observations
2536.0,"GRB 040228 (=H3066?,=H3067?): A Long GRB Localized by the HETE-2 WXM",2004-02-28 05:29:49,High Energy Observations
2537.0,GRB040228 : KISO optical follow-up observation,2004-03-01 01:50:54,Optical Observations
2538.0,"IPN triangulation of GRB040228 (H3066, H3067)",2004-03-02 01:15:17,High Energy Observations
2539.0,GRB 040228 Optical observations,2004-03-02 19:12:13,Optical Observations
2540.0,RXTE GRB040229 optical observation: no candidate,2004-03-05 06:51:25,Optical Observations
2541.0,INTEGRAL detection of activity from SGR1806-20,2004-03-09 11:03:32,High Energy Observations
2542.0,IBAS results on a burst from SGR1806-20,2004-03-09 11:50:46,High Energy Observations
2543.0,MASTER: RXTE GRB040308 optical observation,2004-03-10 23:58:51,Optical Observations
2544.0,"GRB 031203, possible supernova",2004-03-15 19:37:49,Optical Observations
2545.0,GRB 031203: spectoscopic evidence for a 1998bw-like SN,2004-03-16 13:48:49,Optical Observations
2546.0,IBAS Alert 1678: not a GRB,2004-03-17 03:23:35,High Energy Observations
2547.0,"GRB040223, improved XMM position",2004-03-17 15:08:40,Optical Observations
2548.0,GRB 040223: XMM-Newton results,2004-03-17 17:33:13,High Energy Observations
2549.0,GRB040223: Deep NIR NTT data re-analysis,2004-03-18 14:48:32,Optical Observations
2550.0,"IBAS GRB alerts 1679, 1680, 1681",2004-03-19 08:30:55,High Energy Observations
2551.0,GRB 040323: a long GRB detected with INTEGRAL,2004-03-23 14:15:09,High Energy Observations
2552.0,short hard GRB 040322,2004-03-23 16:30:47,High Energy Observations
2553.0,"GRB 040323, a dark GRB ?",2004-03-23 22:25:10,Optical Observations
2554.0,GRB 040319 (=H3128): An X-Ray-Rich GRB Localized by the HETE-2 WXM and SXC,2004-03-25 18:25:00,Optical Observations
2555.0,GRB040323: NIR Observations and Variable Object,2004-03-26 23:39:48,Optical Observations
2556.0,IBAS  GRB  Alert 1694,2004-03-27 01:30:24,High Energy Observations
2557.0,GRB 040329: hard burst detected by Konus-Wind and Helicon - Coronas-F,2004-03-31 13:50:06,High Energy Observations
2558.0,Summary of recent bursts from SGR 1806-20 detected by INTEGRAL,2004-03-31 15:13:38,High Energy Observations
2560.0,GRB 040403: a long GRB detected with INTEGRAL,2004-04-03 06:15:24,High Energy Observations
2561.0,GRB 040403: Optical Observations,2004-04-03 12:53:51,Optical Observations
2562.0,GRB 040403: optical observations,2004-04-04 02:58:43,Optical Observations
2563.0,GRB 040403: Optical observations,2004-04-04 22:59:39,Optical Observations
2564.0,GRB 040403 Optical Observations,2004-04-05 07:04:21,Optical Observations
2565.0,GRB 040403: Optical Observations,2004-04-06 17:37:20,Optical Observations
2566.0,"HETE/IPN localization of GRB040403A (=H3143, a long burst) and GRB040403B(=H3144, a short/hard burst)",2004-04-09 21:16:39,High Energy Observations
2567.0,"IBAS GRB alerts 1739, 1740, 1741",2004-04-10 17:46:04,High Energy Observations
2568.0,INTEGRAL-SPI/ACS GRB data: timing correction,2004-04-14 11:04:09,High Energy Observations
2569.0,"MASTER: HETE Alert 3163, 3167 technical optical observation",2004-04-15 01:51:55,Optical Observations
2571.0,"GRB 040403, deep optical observations",2004-04-22 07:37:37,Optical Observations
2572.0,GRB 040422: a long GRB detected with INTEGRAL,2004-04-22 08:05:12,High Energy Observations
2573.0,GRB040422: optical and NIR observations at the VLT,2004-04-22 16:39:15,Optical Observations
2574.0,"GRB 040422,optical observation",2004-04-22 17:37:06,Optical Observations
2575.0,"GRB040422, BVRcIc field calibration",2004-04-22 21:25:25,Optical Observations
2576.0,GRB 040422: ROTSE-IIIb Prompt Optical Limits,2004-04-23 04:02:23,Optical Observations
2577.0,GRB040422 : I-band follow-up observation at Lulin Observatory,2004-04-23 05:38:11,Optical Observations
2578.0,"GRB040422, optical observations at Loiano",2004-04-23 19:31:51,Optical Observations
2579.0,GRB 040423 (=H3175): A Long GRB Localized by HETE,2004-04-24 13:27:26,High Energy Observations
2580.0,GRB040422: optical observations at CrAO,2004-04-25 13:10:40,Optical Observations
2581.0,GRB040422: optical observations at Xinglong Observatory,2004-04-25 17:55:22,Optical Observations
2582.0,On Line Availability of Archival HETE Fregate Data and Lightcurves,2004-04-26 02:44:24,High Energy Observations
2583.0,IPN triangulation of GRB040425 (=H3183),2004-04-27 00:47:17,High Energy Observations
2584.0,"GRB and XRF on April 27, 2004. Detection by Konus-Wind and Helicon (Coronas-F)",2004-05-04 00:30:27,High Energy Observations
2585.0,IBAS Alerts 1771 and 1772: NOT a real GRB,2004-05-07 06:40:04,High Energy Observations
2586.0,"Type Ic SN2001em (off-axis GRB jet?), optical spectrum",2004-05-07 16:54:40,Radio Observations
2587.0,IBAS GRB Alert number 1774: NOT a real GRB,2004-05-07 19:21:50,High Energy Observations
2588.0,GRB040511 (=H3218):  A Long GRB Localized by HETE WXM and SXC,2004-05-11 17:07:56,High Energy Observations
2589.0,GRB040511: Optical Observations,2004-05-12 07:09:23,Optical Observations
2590.0,GRB040511: Optical Observations,2004-05-12 11:43:43,Optical Observations
2591.0,GRB 040511: Optical Observations,2004-05-12 16:50:18,Optical Observations
2592.0,GRB 040511: Optical observations,2004-05-12 21:26:51,Optical Observations
2593.0,IBAS GRB Alerts 1781-4,2004-05-12 22:41:13,High Energy Observations
2594.0,GRB 040511: Second Epoch Optical Observations,2004-05-13 06:30:49,Optical Observations
2595.0,GRB 040511:  ROTSE-III Rapid Optical Upper Limits,2004-05-13 16:23:16,Optical Observations
2596.0,IBAS GRB Alerts n.1785 to 1791,2004-05-13 21:33:21,High Energy Observations
2597.0,GRB040511: Candidate optical/NIR afterglow,2004-05-14 01:51:23,Optical Observations
2598.0,GRB 040511: Optical limit,2004-05-14 10:51:44,Optical Observations
2599.0,GRB040511: Redshift identifcation,2004-05-14 18:22:00,Optical Observations
2600.0,GRB 040511: NIR observations with REM,2004-05-15 15:05:40,Optical Observations
2601.0,GRB 030324:  Detection and Color of Host Galaxy,2004-05-18 18:40:54,Optical Observations
2602.0,"GRB 040511, very fast decay?",2004-05-20 22:07:46,Optical Observations
2603.0,IPN triangulation of an intense intermediate burst from SGR1806-20,2004-05-21 20:13:06,High Energy Observations
2604.0,Activivty of SGR 1806-20,2004-05-28 13:46:43,High Energy Observations
2605.0,MASTER: HETE Alert 3274  optical observation,2004-05-30 21:21:43,Optical Observations
2606.0,GRB 040606: Optical  observations,2004-06-07 16:06:50,Optical Observations
2607.0,"SGR 1806-20, potential NIR counterpart",2004-06-08 11:56:28,High Energy Observations
2608.0,MASTER:HETE Alert 3259 (SRG1806-20) optical observation,2004-06-09 15:58:25,Optical Observations
2609.0,SGR 1806-20: no IR variability of the proposed counterparts,2004-06-09 17:33:11,High Energy Observations
2610.0,GRB040511: Retraction of redshift identification,2004-06-14 23:44:00,Optical Observations
2611.0,IPN Summary of SGR1806-20 Activity in 2004,2004-06-16 20:46:11,High Energy Observations
2612.0,GRB 030329: Rebrightening of hyperluminal ejecta.,2004-06-18 06:09:43,Radio Observations
2613.0,GRB 040624 - A long GRB detected with INTEGRAL,2004-06-24 14:35:34,High Energy Observations
2614.0,"GRB 040624, optical observations",2004-06-24 22:29:56,Optical Observations
2615.0,GRB 040624: R-band observations,2004-06-25 00:44:56,Optical Observations
2616.0,"MASTER: GRB 040624 optical observation after 0,48d",2004-06-25 09:50:34,Optical Observations
2617.0,GRB 040624: optical observations at TNG and VLT,2004-07-01 14:55:25,Optical Observations
2618.0,Optical Observations of GRB040624,2004-07-02 18:44:03,Optical Observations
2619.0,GRB 040624: optical observations,2004-07-03 06:57:13,Optical Observations
2620.0,XRF040701 (=U11548):  a bright XRF detected by HETE,2004-07-03 15:58:32,High Energy Observations
2621.0,"XRF 040701, optical observations",2004-07-05 21:55:51,Optical Observations
2622.0,GRB040706:observation at University of Miyazaki,2004-07-06 16:58:47,Optical Observations
2623.0,"GRB040624, optical observations",2004-07-07 16:39:27,Optical Observations
2624.0,"GRB040709 J,H-band observations",2004-07-10 09:40:30,Optical Observations
2625.0,IBAS Alert 1836: NOT a real GRB,2004-07-12 05:37:01,High Energy Observations
2626.0,XRF040701: First-Epoch Chandra Observations,2004-07-12 17:09:09,High Energy Observations
2627.0,XRF040701:  Magellan Spectroscopy of Chandra Source #2 Associated Galaxy,2004-07-13 07:35:50,Optical Observations
2628.0,XRF040701: VLA Observations,2004-07-13 22:07:14,Radio Observations
2629.0,Cancellation of IBAS/INTEGRAL GRB alerts,2004-07-18 22:12:22,Optical Observations
2630.0,XRF040701: Second-Epoch Chandra Observations,2004-07-22 00:23:59,High Energy Observations
2631.0,XRF 040701 - optical observations of the decaying Chandra source,2004-07-23 05:15:04,Optical Observations
2632.0,GRB040624: optical monitoring at TNG,2004-07-26 14:25:43,Optical Observations
2633.0,Ongoing activity of SGR 1806-20,2004-07-29 17:31:04,High Energy Observations
2634.0,GRB 040730: a long GRB detected with INTEGRAL,2004-07-30 03:17:04,High Energy Observations
2635.0,GRB 040730: Optical observations,2004-07-31 00:54:27,Optical Observations
2636.0,"GRB 040730, infrared observations",2004-08-02 16:12:03,Optical Observations
2637.0,IPN/HETE triangulation of GRB040802 (=H3485),2004-08-04 21:45:12,High Energy Observations
2638.0,XRF040701: Optical Observations at ESO,2004-08-09 18:15:33,Optical Observations
2639.0,GRB 040810: Optical observations of a limited region,2004-08-10 21:58:37,Optical Observations
2640.0,GRB 040812: a long GRB detected by INTEGRAL,2004-08-12 06:52:50,High Energy Observations
2641.0,Konus-Wind observation of GRB040810 (=H3489),2004-08-12 10:55:20,High Energy Observations
2642.0,"GRB040812, optical/IR observations",2004-08-13 18:06:44,Optical Observations
2643.0,GRB 040812: radio observations,2004-08-14 22:27:47,Radio Observations
2644.0,GRB 040812: Keck and LCO observations,2004-08-14 22:43:57,Optical Observations
2645.0,GRB 040812: Keck and LCO optical observations,2004-08-14 22:59:59,Optical Observations
2646.0,IPN/HETE localizations of GRB040810 (=H3489),2004-08-17 00:02:11,High Energy Observations
2647.0,Bursting activity from SGR 1806-20 detected with IBAS,2004-08-17 09:51:38,High Energy Observations
2648.0,CXO observation of GRB 040812,2004-08-18 15:27:41,High Energy Observations
2649.0,XRF040812: possible afterglow,2004-08-18 15:57:39,Optical Observations
2650.0,GRB 040812: Optical counterparts of CXO sources,2004-08-18 17:45:40,Optical Observations
2651.0,XRF 040812: optical observation at VLT,2004-08-18 20:19:37,Optical Observations
2652.0,Triangulation of GRB 040816 (Konus-Wind - Helicon-Coronas-F),2004-08-19 13:41:45,High Energy Observations
2653.0,XRF040812: GMRT observations,2004-08-24 10:48:05,Radio Observations
2654.0,"GRB040823,optical observation",2004-08-24 12:07:27,Optical Observations
2655.0,GRB 040812: Second epoch CXO Observations,2004-08-25 01:53:25,High Energy Observations
2656.0,XRF040812: possible afterglow second Chandra observation,2004-08-25 08:53:50,High Energy Observations
2657.0,GRB 040825: Optical observations,2004-08-25 19:54:24,Optical Observations
2658.0,GRB040825B: Correction to GCN 2657,2004-08-25 20:10:28,High Energy Observations
2659.0,MASTER: GRB040825b  optical observation,2004-08-25 20:26:52,Optical Observations
2660.0,MASTER: GRB040825a  optical observation,2004-08-25 21:31:59,Optical Observations
2661.0,GRB 040825A: Optical observations.,2004-08-25 22:05:54,Optical Observations
2662.0,GRB040825B (=H3510):  An XRF Localized in Real Time by HETE,2004-08-26 03:25:35,High Energy Observations
2663.0,GRB040825B: optical observations,2004-08-26 04:38:55,Optical Observations
2664.0,GRB040825A: optical observations,2004-08-26 05:19:46,Optical Observations
2665.0,Increase of SGR 1806-20 activity,2004-08-26 15:19:46,High Energy Observations
2666.0,"GRB 040825A,optical observations",2004-08-26 15:47:43,Optical Observations
2667.0,GCN GRB OBSERBATION REPORT,2004-08-26 16:03:46,Optical Observations
2668.0,"GRB040825A, BVRcIc field photometry",2004-08-26 17:10:25,Optical Observations
2669.0,"GRB040825B, BVRcIc field photometry",2004-08-26 17:26:33,Optical Observations
2670.0,GRB 040827 - A long GRB detected by INTEGRAL,2004-08-27 13:24:31,High Energy Observations
2671.0,GRB 040827 : peak flux,2004-08-27 14:14:09,High Energy Observations
2672.0,GRB 040827 - Refined position,2004-08-27 15:17:08,High Energy Observations
2673.0,GRB 040827 : Planned XMM-Newton observation,2004-08-27 16:21:44,High Energy Observations
2674.0,GRB040827 optical observations,2004-08-27 19:07:08,Optical Observations
2675.0,GRB 040825B: Optical observations,2004-08-27 19:23:10,Optical Observations
2676.0,MASTER: GRB040827  possible OT,2004-08-27 19:39:24,Optical Observations
2677.0,GRB040825A: optical limit before GRB,2004-08-27 20:02:21,Optical Observations
2678.0,GRB040827 XMM-Newton observation,2004-08-27 20:18:26,High Energy Observations
2679.0,GRB 040827: RTT150 optical observations,2004-08-27 21:22:53,Optical Observations
2680.0,GRB 040827: Possible detection of optical afterglow,2004-08-28 01:26:44,Optical Observations
2681.0,GRB 040827: Detection of NIR afterglow,2004-08-28 02:32:35,Optical Observations
2682.0,GRB 040827: K imaging - no evidence of variability,2004-08-28 12:40:53,Optical Observations
2683.0,GRB 040827: 2nd epoch of Magellan K-band imaging,2004-08-29 03:08:22,Optical Observations
2684.0,GRB 040827: UKIRT - 2nd epoch K-band imaging,2004-08-29 16:16:33,Optical Observations
2685.0,GRB 040827: optical and NIR observations at the VLT,2004-09-01 10:23:31,Optical Observations
2686.0,GRB040825A: Optical observations,2004-09-01 11:30:49,Optical Observations
2687.0,GRB040825A: Optical observations,2004-09-01 11:46:51,Optical Observations
2688.0,XMM-Newton Images of GRB 040827,2004-09-01 15:36:37,High Energy Observations
2689.0,GRB 040827 - Radio Observations,2004-09-01 17:50:41,Radio Observations
2690.0,Possible GRB 040903 detected with INTEGRAL,2004-09-03 19:23:25,High Energy Observations
2691.0,Possible GRB 040903 - further analysis,2004-09-03 19:52:45,Optical Observations
2692.0,ROTSE-III Rapid Response to possible GRB 040903 (INTEGRAL #1972),2004-09-03 21:32:31,High Energy Observations
2693.0,Very bright burst detected from SGR 1806-20,2004-09-04 09:25:41,High Energy Observations
2694.0,IBAS Alert 1974. Not a real GRB,2004-09-05 18:27:29,High Energy Observations
2695.0,GRB 040903 - INTEGRAL data analysis,2004-09-07 07:19:17,High Energy Observations
2697.0,"GRB040903,  REM near-IR observation",2004-09-07 12:51:21,Optical Observations
2698.0,GRB040827: analysis of the XMM-Newton observation,2004-09-08 18:09:54,Optical Observations
2699.0,GRB040903 - A XRF?,2004-09-09 11:22:45,High Energy Observations
2700.0,GRB 040827: XMM-Newton data,2004-09-09 16:08:59,High Energy Observations
2701.0,GRB040912 (= H3557):  A Long GRB or XRF Localized by HETE,2004-09-12 23:14:09,High Energy Observations
2702.0,HETE 3557: Optical observations,2004-09-12 23:41:11,Optical Observations
2703.0,Optical observations of field of GRB040912,2004-09-13 00:40:23,Optical Observations
2704.0,IBAS GRB Alerts 1978-1980,2004-09-13 07:01:20,High Energy Observations
2705.0,GRB040912 : Kiso Optical follow-up observation,2004-09-13 07:52:51,Optical Observations
2706.0,An intense burst from SGR1806-20,2004-09-13 11:41:23,High Energy Observations
2707.0,Optical observations of GRB/XRF 040912 = HETE 3557,2004-09-13 14:35:54,Optical Observations
2708.0,"GRB 040912, BVRI observations",2004-09-13 14:52:02,Optical Observations
2709.0,"GRB/XRF040912,optical observations",2004-09-14 10:54:44,Optical Observations
2710.0,GRB 040912: Optical Observations,2004-09-15 04:36:26,Optical Observations
2711.0,GRB040912 (= H3557): Chandra Observations Scheduled,2004-09-15 18:35:44,Optical Observations
2712.0,GRB040916 (= H3558):  A Long XRF Localized by HETE,2004-09-16 03:01:51,High Energy Observations
2713.0,GRB040916 (= H3558):  Improved Localization from HETE WXM,2004-09-16 04:18:39,High Energy Observations
2714.0,ROTSE-IIIb Observations of GRB 040916 (HETE #3558),2004-09-16 04:52:14,Optical Observations
2715.0,GRB040916: Optical observations,2004-09-16 14:28:07,Optical Observations
2716.0,GRB040912(=H3557): Observations with the Chandra X-ray Observatory,2004-09-16 18:21:46,High Energy Observations
2717.0,"XRF 040916, optical follow-up",2004-09-16 18:39:48,Optical Observations
2718.0,GRB040916: Archival optical observations,2004-09-16 19:08:29,Optical Observations
2719.0,"XRF040916, BVRcIc field calibration",2004-09-16 21:28:49,Optical Observations
2720.0,"XRF040912, BVRcIc field calibration",2004-09-17 17:09:35,Optical Observations
2721.0,XRF040916: optical follow-up observations,2004-09-17 18:51:51,Optical Observations
2722.0,"XRF040916, Ic observations",2004-09-17 19:42:36,Optical Observations
2723.0,XRF 040912 (=H3557):  Spectral and Temporal Properties,2004-09-17 20:17:03,Optical Observations
2724.0,"XRF 040912, identification of CXO sources",2004-09-17 21:55:13,Optical Observations
2725.0,GRB040916 optical limits 17 min after GRB,2004-09-18 08:41:18,Optical Observations
2726.0,XRF040916: Optical Transient Candidate by Subaru,2004-09-18 17:51:35,Optical Observations
2727.0,"XRF040916, optical observations",2004-09-19 01:48:04,Optical Observations
2728.0,GRB040912(=H3557): Candidate Optical Afterglow,2004-09-20 17:09:10,Optical Observations
2729.0,TAROT Observations of GRB 040916 (HETE #3558),2004-09-21 08:24:52,Optical Observations
2730.0,XRF040916: continuing decay of OT,2004-09-21 12:09:48,High Energy Observations
2731.0,GRB040912(=H3557): Chandra Candidate X-ray Afterglow,2004-09-22 14:23:36,High Energy Observations
2732.0,XRF 040916: Radio Observations,2004-09-23 15:43:40,Radio Observations
2733.0,XRF 040912: Radio Observations,2004-09-23 15:59:42,Radio Observations
2734.0,GRB040924 (H3564):  Optical afterglow candidate,2004-09-24 13:04:49,Optical Observations
2735.0,"GRB 040924(=H3564):  A Short, Bright GRB Localized in Real Time by HETE",2004-09-24 15:19:21,High Energy Observations
2736.0,IPN triangulation of GRB040924 (H3564),2004-09-24 16:59:51,High Energy Observations
2737.0,GRB040924: MASTER Optical observations,2004-09-24 18:06:17,Optical Observations
2738.0,GRB040924: MASTER: OT decay,2004-09-24 19:19:22,Optical Observations
2739.0,"GRB 040924, optical follow-up",2004-09-24 21:47:19,Optical Observations
2740.0,GRB 040924: RTT150 optical observations,2004-09-25 00:24:06,Optical Observations
2741.0,GRB040924:  Optical afterglow properties,2004-09-25 05:31:19,Optical Observations
