Circular ID,Subject,Date,Label
8805.0,GRB 090112B: Fermi GBM Detection,2009-01-13 22:21:26,Not Gravitational Wave
8806.0,GRB090113: XRT position,2009-01-13 22:35:51,Not Gravitational Wave
8807.0,GRB 090113: ROTSE-III Optical Limits,2009-01-13 23:23:49,Not Gravitational Wave
8808.0,GRB 090113: Swift-BAT refined analysis,2009-01-14 00:07:29,Not Gravitational Wave
8809.0,GRB 090113: Enhanced Swift-XRT position,2009-01-14 00:31:07,Not Gravitational Wave
8810.0,GRB 090113: Observations from NOT,2009-01-14 05:59:12,Not Gravitational Wave
8811.0,GRB 090113: Swift-XRT refined analysis,2009-01-14 07:37:44,Not Gravitational Wave
8812.0,GRB 090113: GROND Upper Limits,2009-01-14 08:36:44,Not Gravitational Wave
8813.0,GRB 090113: Swift UVOT upper limits,2009-01-14 13:39:14,Not Gravitational Wave
8814.0,"GRB 090113: LOAO Detection Limits in R, I, z, Y-band",2009-01-15 06:53:10,Not Gravitational Wave
8815.0,GRB 090112B: Suzaku WAM observation of the prompt emission,2009-01-16 10:21:36,Not Gravitational Wave
8816.0,GRB090102: MAGIC telescope GeV observation,2009-01-16 12:16:42,Not Gravitational Wave
8817.0,GRB 090117 - SuperAGILE Localization of a long GRB,2009-01-17 17:35:37,Not Gravitational Wave
8818.0,GRB090117: Swift-XRT detection of a possible candidate afterglow,2009-01-18 00:04:10,Not Gravitational Wave
8819.0,GRB090117 Swift/UVOT upper limits,2009-01-18 03:23:36,Not Gravitational Wave
8820.0,GRB 090117: GROND Upper Limits,2009-01-18 04:13:15,Not Gravitational Wave
8821.0,GRB 090117 - Fermi GBM Observations,2009-01-18 05:58:26,Not Gravitational Wave
8822.0,GRB 090117C - Fermi GRB Detection,2009-01-18 06:15:23,Not Gravitational Wave
8823.0,GRB 090117: confirmation of the X-ray afterglow,2009-01-18 07:55:36,Not Gravitational Wave
8824.0,GRB 090117B : Fermi GBM detection,2009-01-18 12:31:04,Not Gravitational Wave
8825.0,GRB 090118: Possible burst detection from Swift-BAT slew data,2009-01-18 22:02:25,Not Gravitational Wave
8826.0,GRB 090118: GROND Upper Limits,2009-01-19 02:23:14,Not Gravitational Wave
8827.0,GRB090118 Swift/UVOT upper limits,2009-01-19 11:47:20,Not Gravitational Wave
8828.0,GRB 090118: Swift-XRT observations,2009-01-19 17:41:00,Not Gravitational Wave
8829.0,GRB 090118: KPNO 4m Detection of Candidate Afterglow,2009-01-19 21:29:12,Not Gravitational Wave
8830.0,GRB 090118 (BATSS): GRT Optical Observation,2009-01-19 21:50:01,Not Gravitational Wave
8831.0,GRB 090118: KPNO 4m 2nd Epoch Observations,2009-01-20 07:40:24,Not Gravitational Wave
8832.0,GRB 090118: Subaru NIR Observation,2009-01-20 11:02:37,Not Gravitational Wave
8833.0,AXP 1E1547.0-5408 activity with SGR bursts,2009-01-22 02:25:39,Not Gravitational Wave
8834.0,Trigger 340734: Swift detection of a possible short burst,2009-01-22 08:01:26,Not Gravitational Wave
8835.0,AXP 1E1547.0-5408: Fermi GBM observations,2009-01-22 08:39:21,Not Gravitational Wave
8836.0,GRB 090117C: Suzaku WAM observation of the prompt emission,2009-01-22 12:37:45,Not Gravitational Wave
8837.0,AXP 1E1547.0-5408: INTEGRAL SPI-ACS confirms activity increase,2009-01-22 16:22:32,Not Gravitational Wave
8838.0,AXP 1E1547.0-5408: Fermi GBM detection of additional bursts,2009-01-22 16:27:07,Not Gravitational Wave
8839.0,Swift-BAT trigger 340734 is not a GRB,2009-01-22 18:42:03,Not Gravitational Wave
8840.0,GRB 090118: Swift XRT Observations - Confirmation of an Afterglow,2009-01-22 20:14:14,Not Gravitational Wave
8841.0,AXP 1E1547.0-5408: long bursts with INTEGRAL SPI-ACS,2009-01-22 20:38:00,Not Gravitational Wave
8842.0,GRB 090123: Swift detection of a burst,2009-01-23 08:10:31,Not Gravitational Wave
8843.0,GRB090123: Enhanced Swift-XRT position,2009-01-23 12:50:55,Not Gravitational Wave
8844.0,GRB 090123: Swift-BAT refined analysis,2009-01-23 15:28:59,Not Gravitational Wave
8845.0,AXP 1E1547.0-5408: Suzaku WAM detections of the current activity,2009-01-23 15:56:03,Not Gravitational Wave
8846.0,GRB 090123: Swift/UVOT Observations,2009-01-23 17:29:12,Not Gravitational Wave
8847.0,GRB 090123: Swift XRT refined analysis,2009-01-23 19:21:36,Not Gravitational Wave
8848.0,1E1547.0-5408: Swift detection of dust halo,2009-01-24 00:52:59,Not Gravitational Wave
8849.0,GRB 090123: GROND detection,2009-01-24 11:09:19,Not Gravitational Wave
8850.0,GRB 090118: no afterglow candidate,2009-01-24 19:23:07,Not Gravitational Wave
8851.0,"Konus-Wind detection of very bright SGR-like burst on January 25, 2009",2009-01-25 14:26:02,Not Gravitational Wave
8852.0,GRB 090126: SuperAGILE Localization of a Long GRB,2009-01-26 08:35:37,Not Gravitational Wave
8853.0,GRB 090126B: Fermi GBM detection,2009-01-26 16:31:43,Not Gravitational Wave
8854.0,GRB 090126A: Swift-XRT Refined Analysis,2009-01-27 01:23:41,Not Gravitational Wave
8855.0,GRB 090126C: Fermi GBM detection,2009-01-27 16:24:35,Not Gravitational Wave
8856.0,GRB 090102: HST observations and host galaxy,2009-01-27 22:33:21,Not Gravitational Wave
8857.0,AXP 1E1547.0-5408: RHESSI observations up to 400 keV,2009-01-28 01:40:47,Not Gravitational Wave
8858.0,Konus-Wind observation of AXP/SGR 1E1547.0-5408 bursting activity,2009-01-28 13:50:34,Not Gravitational Wave
8859.0,Suzaku ToO Observation of AXP 1E 1547.0-5408,2009-01-29 04:40:01,Not Gravitational Wave
8860.0,IBAS Alert N. 5442 is not a GRB,2009-01-29 14:41:11,Not Gravitational Wave
8861.0,GRB 090129: Swift detection of a burst,2009-01-29 21:20:29,Not Gravitational Wave
8862.0,GRB 090129: Swift-BAT refined analysis,2009-01-30 13:58:35,Not Gravitational Wave
8863.0,Konus-Wind observation of bright burst from AXP/SGR 1E1547.0-5408 on January 29,2009-01-30 15:08:43,Not Gravitational Wave
8864.0,GRB 090126A: Swift/UVOT Upper Limits,2009-01-30 18:03:40,Not Gravitational Wave
8865.0,GRB 090201: Swift detection of a burst,2009-02-01 17:54:29,Not Gravitational Wave
8866.0,GRB 090201: ROTSE-III Optical Limits,2009-02-01 19:01:36,Not Gravitational Wave
8867.0,GRB090113: MAGIC telescope GeV observation,2009-02-01 19:34:26,Not Gravitational Wave
8868.0,GRB 090201: Swift-XRT detection of the possible X-ray afterglow,2009-02-01 19:35:30,Not Gravitational Wave
8869.0,GRB 090201: VLT afterglow candidate,2009-02-02 01:54:09,Not Gravitational Wave
8870.0,GRB 090201: Swift-BAT refined analysis,2009-02-02 04:13:21,Not Gravitational Wave
8871.0,GRB 090201: VLT NIR observations,2009-02-02 04:51:55,Not Gravitational Wave
8872.0,GRB 090201: Enhanced Swift-XRT position,2009-02-02 04:52:21,Not Gravitational Wave
8873.0,GRB 090201: object inside the enhanced XRT error circle,2009-02-02 05:29:17,Not Gravitational Wave
8874.0,GRB090201: Swift UVOT upper limits,2009-02-02 11:05:00,Not Gravitational Wave
8875.0,GRB 090201: Swift-XRT refined analysis,2009-02-02 11:12:04,Not Gravitational Wave
8876.0,GRB 090131: Fermi GBM detection,2009-02-03 03:23:47,Not Gravitational Wave
8877.0,GRB 090202: Fermi GBM detection,2009-02-03 10:14:37,Not Gravitational Wave
8878.0,Konus-Wind observation of GRB 090201,2009-02-03 12:27:16,Not Gravitational Wave
8879.0,Fermi Gamma-ray Burst Monitor trigger 255342766 is not a GRB,2009-02-03 16:16:16,Not Gravitational Wave
8880.0,GRB 090126A: Swift-XRT afterglow confirmation,2009-02-03 16:43:33,Not Gravitational Wave
8881.0,ICSP VLF observation of the signatures of SGR/AXP 1E1547.0-5408 bursts,2009-02-04 14:54:24,Not Gravitational Wave
8882.0,GRB 090131: Suzaku WAM observation of the prompt emission,2009-02-05 01:05:13,Not Gravitational Wave
8883.0,GRB 080319B: IceCube upper limit on high-energy neutrino flux,2009-02-05 17:41:59,Not Gravitational Wave
8884.0,GRB 090205: Swift detection of a burst,2009-02-05 23:17:10,Not Gravitational Wave
8885.0,GRB 090205: Enhanced Swift-XRT position,2009-02-06 02:40:31,Not Gravitational Wave
8886.0,GRB 090205: Swift-BAT refined analysis,2009-02-06 03:30:35,Not Gravitational Wave
8887.0,GRB 090205: VLT candidate afterglow,2009-02-06 07:20:57,Not Gravitational Wave
8888.0,GRB 090205: GROND observations and photometric redshift estimate,2009-02-06 07:26:53,Not Gravitational Wave
8889.0,GRB 090205: VLT spectroscopic redshift,2009-02-06 08:57:35,Not Gravitational Wave
8890.0,GRB 090205:  Swift burst of interest,2009-02-06 14:46:05,Not Gravitational Wave
8891.0,GRB 090205: Swift-XRT refined analysis,2009-02-06 15:58:50,Not Gravitational Wave
8892.0,GRB 090205: VLT refined redshift,2009-02-06 16:23:14,Not Gravitational Wave
8893.0,GRB 090205: Swift/UVOT Upper Limits,2009-02-06 16:54:59,Not Gravitational Wave
8894.0,Fermi Gamma-ray Burst Monitor trigger 255541748 cannot be classified,2009-02-06 17:25:17,Not Gravitational Wave
8895.0,GRB 090205: VLT optical decay,2009-02-07 09:35:05,Not Gravitational Wave
8896.0,VLA radio upper limit on GRB 090205,2009-02-07 14:57:15,Not Gravitational Wave
8897.0,GRB 090129: Fermi GBM detection,2009-02-09 17:17:37,Not Gravitational Wave
8898.0,Fermi Gamma-ray Burst Monitor trigger 255729682 is not a GRB,2009-02-09 21:58:27,Not Gravitational Wave
8899.0,GRB 090207 - Fermi GBM Observations,2009-02-10 18:35:46,Not Gravitational Wave
8900.0,Detailed lightcurves of ICSP VLF Observation of SGR/AXP 1E1547.0-5408,2009-02-11 05:01:57,Not Gravitational Wave
8901.0,SGR activity seen by BAT during ICSP Ionospheric Events,2009-02-12 01:13:04,Not Gravitational Wave
8902.0,GRB 090217: Fermi GBM detection,2009-02-17 16:47:38,Not Gravitational Wave
8903.0,GRB090217: Fermi-LAT Detection,2009-02-17 17:14:12,Not Gravitational Wave
8904.0,GRB 090213: Fermi GBM detection,2009-02-18 16:50:51,Not Gravitational Wave
8905.0,IPN localization of GRB 090217,2009-02-18 19:55:40,Not Gravitational Wave
8906.0,Konus-Wind observation of GRB 090217,2009-02-18 20:01:46,Not Gravitational Wave
8907.0,GRB090217: XRT analysis,2009-02-18 21:38:10,Not Gravitational Wave
8908.0,GRB 090217: Suzaku WAM observation of the prompt emission,2009-02-19 04:55:52,Not Gravitational Wave
8909.0,Swift Trigger 343319 is not a GRB,2009-02-19 17:06:42,Not Gravitational Wave
8910.0,Swift Restored,2009-02-19 18:11:26,Not Gravitational Wave
8911.0,GRB 090219: Fermi GBM detection,2009-02-20 17:22:18,Not Gravitational Wave
8912.0,GRB 090222: Fermi GBM detection,2009-02-22 16:23:16,Not Gravitational Wave
8913.0,Ongoing activity of AXP/SGR 1E1547.0-5408,2009-02-22 16:55:58,Not Gravitational Wave
8914.0,GRB 081211B: Nearby cluster,2009-02-23 05:25:22,Not Gravitational Wave
8915.0,SGR J1550-5418,2009-02-26 00:34:30,Not Gravitational Wave
8916.0,GRB 090206: Fermi GBM detection,2009-02-27 16:00:52,Not Gravitational Wave
8917.0,GRB 090227: Fermi GBM detection,2009-02-27 19:20:13,Not Gravitational Wave
8918.0,GRB 090228: Fermi GBM detection,2009-02-28 17:42:15,Not Gravitational Wave
8919.0,Swift_BAT_Lightcurve Notice for Trigger Number 344565 is not valid,2009-03-01 04:57:18,Not Gravitational Wave
8920.0,GRB 090301: Swift detection of a burst,2009-03-01 07:07:31,Not Gravitational Wave
8921.0,GRB 090227B: Fermi GBM detection,2009-03-01 08:49:18,Not Gravitational Wave
8922.0,GRB 090301B: Fermi GBM detection,2009-03-01 16:38:46,Not Gravitational Wave
8923.0,GRB 090301A: Swift-BAT refined analysis,2009-03-01 17:22:50,Not Gravitational Wave
8924.0,Konus-Wind observation of GRB 090301A,2009-03-02 14:56:38,Not Gravitational Wave
8925.0,IPN localization of short bright GRB 090227B,2009-03-03 15:28:38,Not Gravitational Wave
8926.0,Konus-Wind observation of bright short GRB 090227B,2009-03-03 16:01:32,Not Gravitational Wave
8927.0,GRB 090228B: Fermi GBM detection,2009-03-03 23:31:08,Not Gravitational Wave
8928.0,Konus-RF catches first GRB and SGR bursts,2009-03-04 15:01:46,Not Gravitational Wave
8929.0,GRB 090301A: Suzaku WAM observation of the prompt emission,2009-03-04 15:39:51,Not Gravitational Wave
8930.0,GRB 090304: Fermi GBM detection,2009-03-04 16:14:43,Not Gravitational Wave
8931.0,GRB 090303: Fermi GBM detection,2009-03-04 17:23:12,Not Gravitational Wave
8932.0,GRB 090305: Swift detection of a short burst,2009-03-05 05:38:42,Not Gravitational Wave
8933.0,GRB090305: GMOS-S Candidate Optical Afterglow,2009-03-05 10:32:47,Not Gravitational Wave
8934.0,GRB 090305: Magellan confirmation of the optical afterglow,2009-03-05 12:40:28,Not Gravitational Wave
8935.0,GRB 090227A: Suzaku WAM observation of the prompt emission,2009-03-05 14:12:32,Not Gravitational Wave
8936.0,"GRB 090305, Swift-BAT refined analysis",2009-03-05 18:15:07,Not Gravitational Wave
8937.0,GRB 090305: Swift-XRT refined analysis,2009-03-06 01:17:55,Not Gravitational Wave
8938.0,GRB 090305: Swift/UVOT Upper Limits,2009-03-06 12:49:24,Not Gravitational Wave
8939.0,GRB 090306: Swift detection of a possible burst,2009-03-06 15:21:00,Not Gravitational Wave
8940.0,Fermi GBM trigger 090305784 is not a GRB,2009-03-06 16:26:52,Not Gravitational Wave
8941.0,IPN localization of short GRB 090305C,2009-03-06 18:09:18,Not Gravitational Wave
8942.0,Swift-BAT trigger 345396 is not a GRB,2009-03-06 23:19:28,Not Gravitational Wave
8943.0,Swift Trigger 345551 is probably not a GRB,2009-03-07 04:53:54,Not Gravitational Wave
8944.0,GRB 090306B: Burst detection from Swift-BAT slew data,2009-03-07 16:50:40,Not Gravitational Wave
8945.0,GRB 090307: Swift-BAT refined analysis of trigger 345551,2009-03-07 17:07:38,Not Gravitational Wave
8946.0,GRB 090307: Swift-XRT afterglow confirmation and analysis,2009-03-08 13:54:58,Not Gravitational Wave
8947.0,GRB 090306B: Possible XRT afterglow,2009-03-08 13:58:04,Not Gravitational Wave
8948.0,GRB 090308: Swift detection of a burst,2009-03-08 18:21:15,Not Gravitational Wave
8949.0,GRB 090308: Swift-BAT refined analysis,2009-03-08 21:02:11,Not Gravitational Wave
8950.0,ATCA observation of SGR J1550-5418,2009-03-09 05:34:44,Not Gravitational Wave
8951.0,Radio observation of GRB 081007 with ATCA,2009-03-09 05:43:46,Not Gravitational Wave
8952.0,Radio observation of GRB 081226a with ATCA,2009-03-09 06:03:08,Not Gravitational Wave
8953.0,Radio observation of GRB 081226b with ATCA,2009-03-09 06:10:48,Not Gravitational Wave
8954.0,Radio observation of GRB 090117 with ATCA,2009-03-09 06:29:00,Not Gravitational Wave
8955.0,Radio observation of GRB 090201 with ATCA,2009-03-09 06:56:08,Not Gravitational Wave
8956.0,GRB 090308: Swift-XRT refined analysis,2009-03-09 07:33:46,Not Gravitational Wave
8957.0,GRB 090305C: Suzaku WAM observation of the prompt emission,2009-03-09 09:36:28,Not Gravitational Wave
8958.0,GRB 090306B: GROND Upper Limits,2009-03-09 13:29:06,Not Gravitational Wave
8959.0,GRB 090307: GROND Upper Limits,2009-03-09 13:45:36,Not Gravitational Wave
8960.0,GRB 090306C: Fermi GBM detection,2009-03-09 14:59:13,Not Gravitational Wave
8961.0,GRB 090307B: Fermi GBM detection,2009-03-09 15:16:17,Not Gravitational Wave
8962.0,GRB 090308: Swift/UVOT Upper Limits,2009-03-09 18:31:52,Not Gravitational Wave
8963.0,GRB 090308B: Fermi GBM detection,2009-03-09 21:42:26,Not Gravitational Wave
8964.0,GRB 090309: Swift detection of a burst,2009-03-09 23:50:52,Not Gravitational Wave
8965.0,GRB 090308: Gemini GMOS Observations,2009-03-10 05:31:26,Not Gravitational Wave
8966.0,GRB 090308: GROND observations,2009-03-10 10:07:05,Not Gravitational Wave
8967.0,"GRB 090309, Swift-BAT refined analysis",2009-03-10 14:02:00,Not Gravitational Wave
8968.0,GRB 090306B: INTEGRAL SPI-ACS light curve,2009-03-10 14:23:05,Not Gravitational Wave
8969.0,GRB 090309: Enhanced Swift-XRT position,2009-03-10 15:00:31,Not Gravitational Wave
8970.0,GRB 090309: Swift-XRT refined analysis,2009-03-10 15:43:56,Not Gravitational Wave
8971.0,GRB 090309B: Fermi GBM detection,2009-03-10 16:12:00,Not Gravitational Wave
8972.0,GRB090305B: Fermi GBM detection,2009-03-10 17:50:24,Not Gravitational Wave
8973.0,GRB 090309: Swift/UVOT Upper Limits,2009-03-10 22:03:58,Not Gravitational Wave
8974.0,GRB 090307A: TAROT Calern observatory optical observations,2009-03-10 23:27:24,Not Gravitational Wave
8975.0,GRB 090309A: GROND upper limits,2009-03-11 00:24:38,Not Gravitational Wave
8976.0,GRB 090205: Zadko Telescope late-time observations,2009-03-11 03:45:11,Not Gravitational Wave
8977.0,GRB090310: Fermi GBM detection,2009-03-11 16:34:02,Not Gravitational Wave
8978.0,Swift trigger 346250 is probably not a burst,2009-03-12 06:52:08,Not Gravitational Wave
8979.0,GRB 090313 OA candidate,2009-03-13 09:27:18,Not Gravitational Wave
8980.0,GRB 090313: Swift detection of a burst,2009-03-13 09:34:52,Not Gravitational Wave
8981.0,GRB 090313: Swift detection of a burst,2009-03-13 09:35:31,Not Gravitational Wave
8982.0,"GRB 090309, Swift-BAT lag analysis",2009-03-13 09:58:16,Not Gravitational Wave
8983.0,"GRB 090313, GROND observations",2009-03-13 10:34:51,Not Gravitational Wave
8984.0,GRB 090313: SDSS object underlying the optical afterglow position,2009-03-13 13:26:03,Not Gravitational Wave
8985.0,GRB 090313: Sustained optical brightness,2009-03-13 13:45:27,Not Gravitational Wave
8986.0,GRB 090313: Swift-BAT refined analysis,2009-03-13 13:48:31,Not Gravitational Wave
8987.0,GRB 090306B: Confirmation of the X-ray afterglow,2009-03-13 13:51:35,Not Gravitational Wave
8988.0,GRB 090313: Sustained optical brightness (correction),2009-03-13 13:55:10,Not Gravitational Wave
8989.0,GRB 090313: Faulkes Telescope North observations,2009-03-13 18:53:56,Not Gravitational Wave
8990.0,GRB 090313: Swift/UVOT upper limits,2009-03-13 22:50:45,Not Gravitational Wave
8991.0,GRB 090313: Swift-XRT refined analysis,2009-03-13 23:00:22,Not Gravitational Wave
8992.0,GRB 090313: Ongoing plateau phase,2009-03-13 23:39:20,Not Gravitational Wave
8993.0,GRB 090313 optical observations,2009-03-14 01:47:12,Not Gravitational Wave
8994.0,GRB 090313: Gemini-S redshift,2009-03-14 05:45:25,Not Gravitational Wave
8995.0,GRB 090313 - PAIRITEL NIR detections,2009-03-14 06:35:06,Not Gravitational Wave
8996.0,GRB 090313: Zadko Telescope observations,2009-03-14 09:04:51,Not Gravitational Wave
8997.0,GRB 090313: Gemini-S photometry,2009-03-14 10:38:18,Not Gravitational Wave
8998.0,GRB 090313: TAROT La Silla observatory optical detection,2009-03-15 00:38:51,Not Gravitational Wave
8999.0,GRB 090313: Light curve steepening,2009-03-15 04:39:47,Not Gravitational Wave
9000.0,GRB 090313: WSRT Radio Observations,2009-03-15 16:16:34,Not Gravitational Wave
9001.0,GRB 090313: Additional Gemini-S photometry,2009-03-15 20:00:06,Not Gravitational Wave
9002.0,GRB 090313: MITSuME Okayama observation,2009-03-16 09:58:21,Not Gravitational Wave
9003.0,Radio detection of GRB090313,2009-03-16 10:17:38,Not Gravitational Wave
9004.0,GRB090305B: MASTER-net prompt optical short burst observations,2009-03-16 10:21:16,Not Gravitational Wave
9005.0,GRB 090313: detection with CARMA in 3mm band,2009-03-16 15:21:35,Not Gravitational Wave
9006.0,Further Swift/UVOT observations of GRB 090313,2009-03-16 20:55:05,Not Gravitational Wave
9007.0,Further radio observation of GRB 090313,2009-03-17 09:17:34,Not Gravitational Wave
9008.0,"GRB 090313, SMARTS optical/IR observations",2009-03-18 01:06:29,Not Gravitational Wave
9009.0,IPN Triangulation of GRB090315 and Tupi Detection of Muon Increase,2009-03-18 23:52:04,Not Gravitational Wave
9010.0,Konus-Wind observation of GRB 090315,2009-03-19 11:42:37,Not Gravitational Wave
9011.0,GRB090313: radio detection with the VLA,2009-03-19 15:40:15,Not Gravitational Wave
9012.0,GRB 090313: VLT spectroscopy,2009-03-19 22:51:47,Not Gravitational Wave
9013.0,GRB 090315: Suzaku WAM observation of the prompt emission,2009-03-20 15:48:22,Not Gravitational Wave
9014.0,A bright burst from AXP 1E 1547.0-5408/SGR J1550-5418,2009-03-23 02:25:59,Not Gravitational Wave
9015.0,X-shooter observations of GRB 090313,2009-03-23 02:58:03,Not Gravitational Wave
9016.0,GRB 090313: WSRT Radio Detection,2009-03-23 05:45:35,Not Gravitational Wave
9017.0,Further 15GHz observations of GRB090313,2009-03-23 12:34:06,Not Gravitational Wave
9018.0,GRB 090320A: Fermi GBM detection,2009-03-23 14:53:00,Not Gravitational Wave
9019.0,GRB 090319: Fermi GBM detection,2009-03-23 15:35:25,Not Gravitational Wave
9020.0,GRB 090320B: Fermi GBM detection.,2009-03-23 15:39:21,Not Gravitational Wave
9021.0,Fermi GBM and LAT detections of GRB 090323,2009-03-23 21:24:41,Not Gravitational Wave
9022.0,GRB 090320C: Fermi GBM Detection,2009-03-23 21:38:57,Not Gravitational Wave
9023.0,IPN triangulation of GRB090323,2009-03-23 23:21:41,Not Gravitational Wave
9024.0,GRB 090323: Possible XRT Counterpart,2009-03-24 03:31:40,Not Gravitational Wave
9025.0,SGR J1550-5418: two Fermi GBM triggers on March 22,2009-03-24 04:34:35,Not Gravitational Wave
9026.0,GRB 090323: GROND Detection of the Afterglow and Photo-z,2009-03-24 05:06:41,Not Gravitational Wave
9027.0,GRB 090323: P60 Afterglow Confirmation,2009-03-24 05:55:03,Not Gravitational Wave
9028.0,GRB 090323 Gemini-South Redshift,2009-03-24 07:18:48,Not Gravitational Wave
9029.0,GRB 090324: SuperAGILE Localization of a Long GRB,2009-03-24 08:32:44,Not Gravitational Wave
9030.0,Konus-Wind observation of GRB 090323,2009-03-24 12:25:07,Not Gravitational Wave
9031.0,GRB 090323: Swift-XRT refined analysis,2009-03-24 16:53:38,Not Gravitational Wave
9032.0,GRB 090323: UVOT Detection of Afterglow,2009-03-24 19:40:58,Not Gravitational Wave
9033.0,GRB 090323 TLS detection - still bright,2009-03-25 00:42:02,Not Gravitational Wave
9034.0,GRB 090323: Optical observation of xinglong TNT,2009-03-25 02:16:34,Not Gravitational Wave
9035.0,GRB 090323: Fermi GBM Spectral Analysis,2009-03-25 03:11:27,Not Gravitational Wave
9036.0,GRB 090323: Lick observations,2009-03-25 10:43:03,Not Gravitational Wave
9037.0,GRB 090323: RTT150 optical observations,2009-03-25 12:22:37,Not Gravitational Wave
9038.0,GRB 090320B: MASTER-Net prompt optical observations,2009-03-25 16:39:43,Not Gravitational Wave
9039.0,GRB 090323: Faulkes Telescope South Observations,2009-03-26 10:11:36,Not Gravitational Wave
9040.0,GRB 090327: Fermi GBM detection,2009-03-27 16:32:30,Not Gravitational Wave
9041.0,"GRB 090323: TLS detection at 5 days, no break",2009-03-28 04:23:25,Not Gravitational Wave
9042.0,GRB 090323: Additional Lick observations,2009-03-28 06:28:09,Not Gravitational Wave
9043.0,GRB 090323: Radio afterglow detection,2009-03-28 22:57:52,Not Gravitational Wave
9044.0,Fermi LAT and GBM detections of GRB090328,2009-03-28 23:18:16,Not Gravitational Wave
9045.0,GRB 090328: Possible Swift/XRT detection,2009-03-29 04:27:22,Not Gravitational Wave
9046.0,GRB 090328: Updated position/optical afterglow candidate,2009-03-29 05:46:10,Not Gravitational Wave
9047.0,GRB 090323: WSRT Radio Detection,2009-03-29 11:01:03,Not Gravitational Wave
9048.0,GRB 090328: Swift UVOT observations,2009-03-29 15:11:20,Not Gravitational Wave
9049.0,GRB 090328:  IPN Triangulation,2009-03-29 18:06:02,Not Gravitational Wave
9050.0,Konus-Wind observation of GRB 090328,2009-03-29 18:18:18,Not Gravitational Wave
9051.0,GRB090323: Optical observations from NOT,2009-03-29 20:21:03,Not Gravitational Wave
9052.0,GRB 090328: Swift XRT refined analysis,2009-03-29 20:39:01,Not Gravitational Wave
9053.0,GRB 090328: Gemini South Redshift,2009-03-30 02:50:53,Not Gravitational Wave
9054.0,GRB 090328: GROND Detection of the Optical/NIR Afterglow,2009-03-30 03:36:16,Not Gravitational Wave
9055.0,GRB 090330: Fermi GBM detection,2009-03-30 15:59:50,Not Gravitational Wave
9056.0,GRB 090328B: Fermi GBM Detection,2009-03-30 18:06:00,Not Gravitational Wave
9057.0,GRB 090328: Fermi GBM Spectral Analysis,2009-03-30 20:10:37,Not Gravitational Wave
9058.0,GRB 090328: BOOTES-3 optical observations,2009-03-30 23:58:43,Not Gravitational Wave
9059.0,GRB 090326: Fermi GBM detection,2009-03-31 04:24:09,Not Gravitational Wave
9060.0,GRB 090328: Radio afterglow detection,2009-03-31 13:04:13,Not Gravitational Wave
9061.0,GRB 090324: Suzaku WAM observation of the prompt emission,2009-03-31 17:50:35,Not Gravitational Wave
9062.0,GRB 090401: Swift detection of a burst,2009-04-01 00:23:21,Not Gravitational Wave
9063.0,GRB 090323: Further TLS detections - a break?,2009-04-01 02:22:46,Not Gravitational Wave
9064.0,"GRB 090401, Swift-BAT refined analysis",2009-04-01 05:39:25,Not Gravitational Wave
9065.0,GRB 090328B: MASTER-Irkutsk prompt optical short burst observations,2009-04-01 08:47:35,Not Gravitational Wave
9066.0,GRB 090401B: Swift detection of a burst,2009-04-01 09:02:29,Not Gravitational Wave
9067.0,Swift/UVOT detection of GRB090401B,2009-04-01 09:39:08,Not Gravitational Wave
9068.0,GRB 090401B: Swift-BAT refined analysis,2009-04-01 12:38:51,Not Gravitational Wave
9069.0,AGILE Gamma-ray detection of GRB 090401B,2009-04-01 13:17:12,Not Gravitational Wave
9070.0,GRB 090401B: Enhanced Swift-XRT position,2009-04-01 13:51:40,Not Gravitational Wave
9071.0,Konus-Wind observation of GRB 090401A,2009-04-01 15:45:45,Not Gravitational Wave
9072.0,GRB 090331: Fermi GBM detection,2009-04-01 15:51:31,Not Gravitational Wave
9073.0,GRB 090401B: Swift XRT Refined Analysis,2009-04-01 17:41:33,Not Gravitational Wave
9074.0,Swift/UVOT observations of GRB090401B,2009-04-01 17:50:53,Not Gravitational Wave
9075.0,GRB 090401B: AGILE refined analysis,2009-04-01 17:52:03,Not Gravitational Wave
9076.0,Swift/UVOT observations of GRB090401B,2009-04-01 18:01:23,Not Gravitational Wave
9077.0,GRB 090328: Fermi-LAT refined analysis,2009-04-01 19:30:09,Not Gravitational Wave
9078.0,GRB 090401B: NOT optical observations,2009-04-01 22:10:33,Not Gravitational Wave
9079.0,"GRB090401B, RIMOTS optical upper limits",2009-04-02 05:17:04,Not Gravitational Wave
9080.0,GRB 090401B: Upper limits of MITSuME optical observation,2009-04-02 13:49:37,Not Gravitational Wave
9081.0,GRB 090401B: VLA radio upper limit,2009-04-02 16:49:43,Not Gravitational Wave
9082.0,GRB 090401B: Xinglong TNT optical Upper Limit,2009-04-03 09:17:29,Not Gravitational Wave
9083.0,Konus-Wind observation of GRB 090401B,2009-04-03 11:35:30,Not Gravitational Wave
9084.0,GRB 090401B: Suzaku WAM observation of the prompt emission,2009-04-04 07:04:06,Not Gravitational Wave
9085.0,GRB 090401A: Suzaku WAM observation of the prompt emission,2009-04-04 08:27:36,Not Gravitational Wave
9086.0,GRB 090404: Swift detection of a burst,2009-04-04 16:07:58,Not Gravitational Wave
